,date
123230,2017-02-08
123231,2014-12-13
123232,2016-07-08
123233,2015-12-03
123234,2016-04-25
123235,2014-08-22
123236,2017-06-28
123237,2015-03-15
123238,2016-04-09
123239,
123240,
123241,
123242,2017-06-23
123243,2017-10-15
123244,2016-11-17
123245,2018-01-15
123246,2016-04-09
123247,2018-01-21
123248,2017-10-12
123249,2017-08-02
123250,2014-09-15
123251,
123252,2016-01-30
123253,2016-08-27
123254,2015-03-07
123255,2015-03-11
123256,2015-02-06
123257,2017-12-14
123258,
123259,2018-03-14
123260,2016-03-16
123261,2015-08-17
123262,
123263,
123264,2016-11-16
123265,2014-08-31
123266,2017-12-24
123267,2017-10-09
123268,2017-08-15
123269,2016-10-02
123270,2014-07-17
123271,2017-05-09
123272,2017-07-12
123273,2017-03-18
123274,2016-01-05
123275,2016-07-17
123276,2017-12-24
123277,2016-07-06
123278,2017-07-06
123279,2018-01-26
123280,2017-04-27
123281,2016-09-04
123282,2017-06-11
123283,
123284,2016-08-01
123285,2017-05-05
123286,2014-03-28
123287,2015-01-01
123288,2017-12-13
123289,2018-02-25
123290,2018-03-20
123291,2014-02-14
123292,2014-09-21
123293,2015-12-16
123294,2018-03-09
123295,2014-09-25
123296,2018-02-23
123297,2016-03-04
123298,2017-09-24
123299,2018-03-25
123300,2017-03-22
123301,2015-01-16
123302,2018-03-17
123303,2017-11-21
123304,2016-05-01
123305,
123306,2015-09-09
123307,2016-06-26
123308,2016-01-28
123309,2014-11-09
123310,2013-03-03
123311,2017-12-01
123312,
123313,2016-01-02
123314,2017-07-10
123315,2016-07-17
123316,2015-09-26
123317,2015-12-24
123318,2016-04-08
123319,
123320,2017-10-24
123321,
123322,2017-03-03
123323,2017-03-14
123324,2014-10-18
123325,
123326,2014-05-29
123327,2014-06-23
123328,2016-08-06
123329,2017-05-18
123330,2016-03-30
123331,
123332,2018-02-21
123333,2018-01-25
123334,2016-08-02
123335,2016-11-18
123336,
123337,2017-10-20
123338,2016-09-27
123339,2014-10-08
123340,2016-05-01
123341,2015-06-28
123342,2018-01-15
123343,
123344,2015-10-14
123345,2017-11-14
123346,2014-01-14
123347,2015-08-21
123348,2017-08-31
123349,2017-04-03
123350,2018-02-05
123351,2015-07-18
123352,2017-10-03
123353,2017-10-02
123354,2016-01-31
123355,2014-08-06
123356,2014-04-06
123357,2014-08-08
123358,2014-08-02
123359,
123360,2015-08-21
123361,2015-01-26
123362,
123363,2018-03-12
123364,2014-07-12
123365,2015-02-20
123366,
123367,2018-01-05
123368,2017-12-29
123369,2016-10-08
123370,2016-05-28
123371,2016-04-21
123372,2018-03-15
123373,2016-03-18
123374,2015-09-06
123375,
123376,2016-12-09
123377,2015-01-26
123378,2018-01-01
123379,
123380,
123381,2017-05-01
123382,2014-10-06
123383,2017-09-22
123384,2015-05-18
123385,2017-10-30
123386,
123387,2017-09-16
123388,2016-10-25
123389,2016-08-28
123390,2017-09-02
123391,2016-10-07
123392,
123393,2015-05-04
123394,2016-12-19
123395,2017-04-02
123396,2016-07-29
123397,2018-01-24
123398,2017-08-12
123399,2017-02-01
123400,2014-04-11
123401,2016-07-29
123402,2015-06-14
123403,2018-01-09
123405,2015-03-09
123406,2016-11-25
123407,2015-01-18
123408,2016-09-29
123409,2017-11-01
123410,
123411,2014-11-29
123412,
123413,
123414,2014-01-20
123415,2017-03-18
123416,
123417,2014-03-21
123418,
123419,2015-10-23
123420,2016-12-29
123421,2017-06-30
123422,2017-01-31
123423,
123424,2015-07-17
123425,2016-10-31
123426,2016-03-16
123427,2017-10-27
123428,2016-07-11
123429,2017-05-27
123430,
123431,2014-10-25
123432,2016-09-23
123433,2016-12-06
123434,2017-02-02
123435,2015-11-07
123436,2014-01-03
123437,
123438,2016-03-28
123439,2017-06-23
123440,2014-01-06
123441,2014-06-21
123442,2018-01-13
123443,2015-09-07
123444,2016-04-09
123445,2014-04-30
123446,2016-05-20
123447,2016-01-03
123448,2016-04-24
123449,2017-10-11
123450,2018-03-10
123451,2015-10-04
123452,2015-05-03
123453,2017-03-29
123454,2018-02-26
123455,2016-06-03
123456,2017-05-24
123457,2015-07-08
123458,2015-09-23
123459,2014-08-07
123460,2016-05-25
123461,2014-10-20
123462,2017-11-03
123463,2017-10-29
123464,2014-08-07
123465,2018-02-03
123466,2016-07-05
123467,2016-03-16
123468,2016-07-17
123469,2016-08-24
123470,2016-02-28
123471,2017-10-21
123472,2017-12-11
123473,2017-06-27
123474,2015-05-13
123475,2014-12-15
123476,2014-04-06
123477,2015-11-08
123478,
123479,2015-10-12
123480,2016-08-12
123481,2016-01-01
123482,2017-11-30
123483,2016-11-06
123484,2017-04-30
123485,2016-02-03
123486,2018-01-21
123487,2014-05-30
123488,2018-03-10
123489,2017-04-18
123490,2016-11-07
123491,2015-10-23
123492,2015-08-23
123493,2014-09-14
123494,
123495,
123496,2015-04-17
123497,2017-11-13
123498,
123499,2015-12-08
123500,2018-01-10
123501,2016-03-02
123502,2014-07-25
123503,2018-03-14
123504,2015-09-05
123505,2017-01-03
123506,2014-08-10
123507,2014-02-04
123508,2015-09-06
123509,2018-03-18
123510,2017-03-07
123511,2017-09-06
123512,2014-04-05
123513,2017-11-06
123514,2014-09-04
123515,2018-01-12
123516,2015-04-30
123517,2018-01-17
123518,2015-08-09
123519,2014-12-26
123520,2015-02-09
123521,2014-09-09
123522,2017-11-25
123523,2015-08-05
123524,2016-10-09
123525,2016-02-03
123526,2014-02-26
123527,2015-11-06
123528,2018-02-07
123529,2016-09-02
123530,2015-12-13
123531,2016-10-06
123532,2015-09-12
123533,2016-01-03
123534,2014-03-12
123535,2014-11-23
123536,
123537,2014-07-18
123538,2014-12-30
123539,2014-08-14
123540,2015-04-12
123541,2017-07-31
123542,2015-08-15
123543,2017-04-16
123544,2017-12-03
123545,2017-11-12
123546,2016-11-30
123547,2014-03-24
123548,2016-03-09
123549,2017-01-01
123550,2017-09-07
123551,2017-09-26
123552,2017-09-28
123553,2015-06-14
123554,2014-01-10
123555,2016-06-13
123556,2017-08-23
123557,2015-02-14
123558,2016-08-30
123559,2017-06-26
123560,2014-07-09
123561,2015-09-05
123562,2017-03-07
123563,2017-06-18
123564,2017-05-29
123565,2014-08-02
123566,2017-10-10
123567,2016-06-19
123568,2015-08-07
123569,2016-05-31
123570,2017-06-15
123571,2016-07-28
123572,2016-09-10
123573,2017-02-08
123574,2016-12-30
123575,2018-03-29
123576,2014-05-12
123577,2016-03-10
123578,2016-11-27
123579,2015-06-01
123580,2014-08-23
123581,2017-06-09
123582,
123583,2016-10-04
123584,2016-07-31
123585,2016-07-15
123586,2014-10-22
123587,2014-07-09
123588,2014-01-27
123589,2016-10-31
123590,2017-01-03
123591,2016-02-09
123592,2017-12-19
123593,2017-09-23
123594,2016-03-10
123595,
123596,2015-03-14
123597,2018-02-17
123598,2017-03-31
123599,2017-06-23
123600,2014-04-09
123601,2016-02-24
123602,2015-05-10
123603,2017-07-04
123604,2016-11-06
123605,2014-06-16
123606,2016-03-19
123607,2016-12-02
123608,2016-11-20
123609,2015-05-08
123610,2017-07-31
123611,2014-02-08
123612,2016-06-29
123613,2018-02-18
123614,2016-04-28
123615,2016-12-24
123616,2014-12-21
123617,2014-04-11
123618,2017-06-12
123619,2017-02-10
123620,2014-05-12
123621,2018-03-10
123622,
123623,2015-11-28
123624,2015-11-30
123625,2014-04-21
123626,2015-11-13
123627,2015-10-19
123628,2016-03-10
123629,2014-06-01
123630,2018-01-01
123631,2017-12-28
123632,2014-05-02
123633,2017-02-10
123634,2017-08-13
123635,2015-06-12
123636,2018-03-01
123637,2015-11-26
123638,
123639,
123640,2015-08-09
123641,2017-12-11
123642,2017-03-30
123643,2017-01-01
123644,2017-03-24
123645,2014-01-05
123646,2015-11-14
123647,2017-05-18
123648,2016-09-17
123649,2015-08-29
123650,2017-05-14
123651,2015-06-26
123652,2014-12-20
123653,2015-01-15
123654,2017-10-20
123655,2017-05-23
123656,2015-12-30
123657,2017-09-08
123658,2015-07-21
123659,2016-05-22
123660,
123661,2015-11-14
123662,2016-01-14
123663,2017-12-15
123664,2016-09-05
123665,2016-08-23
123666,2014-08-31
123667,2015-07-08
123668,2014-06-27
123669,2017-06-11
123670,2016-06-02
123671,2017-07-30
123672,2016-01-15
123673,2016-03-01
123674,2017-04-06
123675,2016-06-01
123676,2017-01-07
123677,2014-11-28
123678,2016-02-13
123679,2018-02-20
123680,2015-01-20
123681,
123682,2016-06-21
123683,2015-07-07
123684,
123685,2017-05-01
123686,2016-08-13
123687,2015-01-14
123688,2017-03-11
123689,2017-12-19
123690,2014-03-20
123691,2016-04-01
123692,2014-08-20
123693,2014-02-09
123694,2014-07-24
123695,2017-01-13
123696,
123697,2015-12-01
123698,2015-03-10
123699,2016-09-26
123700,2017-03-08
123701,
123702,
123703,2017-11-19
123704,2016-08-31
123705,2017-02-12
123706,2015-07-08
123707,2016-05-11
123708,2017-04-06
123709,2017-04-04
123710,
123711,2017-04-22
123712,2014-03-04
123713,2015-05-30
123714,2014-09-10
123715,2015-05-23
123716,2015-01-08
123717,2016-11-12
123718,2016-02-14
123719,2014-12-27
123720,2017-06-10
123721,2016-08-18
123722,2015-03-05
123723,
123724,2016-10-06
123725,2017-05-20
123726,2015-09-03
123727,2017-05-23
123728,2016-12-30
123729,2017-08-25
123730,2016-06-13
123731,2015-08-15
123732,2017-09-18
123733,2018-01-30
123734,2017-03-30
123735,2014-04-20
123736,2016-10-29
123737,2015-10-24
123738,2014-08-11
123739,2016-08-29
123740,2017-06-08
123741,2015-06-17
123742,
123743,2014-02-18
123744,
123745,2017-10-20
123746,2016-09-30
123747,
123748,2017-06-27
123749,2017-09-21
123750,2017-02-19
123751,2014-03-09
123752,2017-07-03
123753,2014-07-15
123754,2014-10-17
123755,2017-06-02
123756,2017-08-10
123757,2016-11-12
123758,2014-08-29
123759,
123760,2015-03-05
123761,2016-07-27
123762,2017-04-23
123763,2017-06-05
123764,2018-03-22
123765,2016-07-05
123766,2018-01-23
123767,2017-07-02
123768,2017-01-19
123769,2014-01-25
123770,2016-03-28
123771,2017-06-07
123772,2015-03-07
123773,2018-03-09
123774,2017-10-31
123775,2017-07-27
123776,2015-05-23
123777,2017-08-20
123778,
123779,2014-07-23
123780,2015-03-07
123781,2015-12-14
123782,2017-09-11
123783,2016-07-30
123784,2015-02-16
123785,2016-02-19
123786,2015-06-27
123787,2016-03-14
123788,2015-11-24
123789,2015-03-28
123790,2016-06-20
123791,2015-04-08
123792,2014-09-17
123793,2015-09-20
123794,2014-02-27
123795,2016-06-29
123796,2014-07-26
123797,2014-01-10
123798,2017-08-07
123799,2017-05-01
123800,2014-10-24
123801,2018-02-03
123802,2014-11-23
123803,
123804,2017-09-10
123805,2016-04-28
123806,
123807,2017-08-08
123808,2016-12-25
123809,2015-09-30
123810,2016-12-16
123811,2015-06-08
123812,2016-11-07
123813,2018-03-02
123814,
123815,2016-04-28
123816,2017-08-11
123817,2017-10-01
123818,2015-11-26
123819,2017-03-14
123820,
123821,2017-10-15
123822,2014-10-12
123823,2017-07-17
123824,2017-12-14
123825,2016-09-02
123826,2017-11-18
123827,2017-05-07
123828,
123829,2017-01-08
123830,2016-01-21
123831,2015-09-02
123832,
123833,2014-10-29
123834,2016-05-08
123835,2015-04-07
123836,2014-12-21
123837,2017-04-15
123838,2013-12-15
123839,2014-09-07
123840,2015-10-18
123841,2015-02-08
123842,2016-12-27
123843,2017-04-02
123844,2015-06-20
123845,2014-12-21
123846,2014-08-27
123847,2017-07-23
123848,2017-06-06
123849,2017-04-13
123850,2016-10-16
123851,2014-02-09
123852,2014-04-07
123853,2014-03-22
123854,2016-07-12
123855,2017-08-06
123856,2016-03-15
123857,2017-11-12
123858,2017-08-11
123859,2017-11-02
123860,2017-05-23
123861,2016-09-04
123862,2017-03-22
123863,2017-09-17
123864,2014-03-27
123865,2015-12-20
123866,
123867,2014-08-08
123868,2017-11-05
123869,2017-11-18
123870,2017-08-02
123871,2016-04-10
123872,2016-04-20
123873,2018-01-12
123874,
123875,2017-05-27
123876,
123877,2015-06-14
123878,2016-08-11
123879,2017-07-04
123880,2017-09-04
123881,2017-01-23
123882,2016-02-01
123883,2015-10-07
123884,2016-09-25
123885,2017-05-23
123886,2017-05-15
123887,2014-10-18
123888,2016-09-27
123889,2016-11-15
123890,2014-12-31
123891,2016-10-15
123892,2014-06-02
123893,2016-01-20
123894,2014-11-24
123895,2018-03-16
123896,2018-01-26
123897,2014-08-16
123898,2015-09-02
123899,2016-12-17
123900,2017-07-12
123901,2015-09-20
123902,2016-11-09
123903,
123904,2016-08-09
123905,2018-01-06
123906,2016-05-01
123907,2015-01-24
123908,2016-01-06
123909,2016-02-04
123910,2016-12-01
123911,2016-03-31
123912,2017-12-03
123913,2016-05-06
123914,2017-12-24
123915,2017-12-25
123916,2016-01-22
123917,2015-06-05
123918,2017-08-15
123919,2018-02-20
123920,2014-10-28
123921,2016-04-06
123922,2016-11-26
123923,2014-05-29
123924,2014-07-25
123925,
123926,
123927,2015-03-30
123928,2016-10-08
123929,2016-07-29
123930,2015-07-13
123931,2014-01-02
123932,2015-04-15
123933,2016-01-09
123934,2017-02-23
123935,2014-07-31
123936,2017-09-30
123937,2015-08-25
123938,2015-03-18
123939,2015-12-19
123940,2017-05-12
123941,2015-08-05
123942,2014-04-11
123943,2015-09-09
123944,2017-03-09
123945,2015-03-19
123946,2017-06-08
123947,2015-05-08
123948,2016-12-25
123949,2015-06-09
123950,2016-11-14
123951,2014-08-18
123952,2017-02-14
123953,2017-02-25
123954,2016-12-07
123955,2016-11-27
123956,2014-09-07
123957,2018-03-26
123958,2015-01-06
123959,2018-02-27
123960,2016-05-11
123961,2014-11-13
123962,2017-11-16
123963,2015-08-14
123964,2014-09-15
123965,2018-01-19
123966,2017-12-02
123967,2017-12-10
123968,2017-01-11
123969,2017-09-15
123970,2016-12-28
123971,2014-01-16
123972,2017-12-31
123973,2017-09-21
123974,2015-08-04
123975,2016-04-06
123976,2014-10-17
123977,2017-04-13
123978,2017-01-13
123979,2016-01-12
123980,2016-11-05
123981,2017-10-15
123982,2015-09-24
123983,2017-04-14
123984,
123985,2017-10-11
123986,2016-09-12
123987,2014-03-27
123988,2018-03-21
123989,2014-01-15
123990,
123991,2016-01-17
123992,2015-07-01
123993,2017-03-06
123994,2016-07-05
123995,2016-10-20
123996,2016-01-29
123997,2018-03-25
123998,2017-05-06
123999,2016-07-12
124000,2018-03-02
124001,2016-07-06
124002,2015-10-20
124003,2016-07-22
124004,2014-09-28
124005,2014-11-09
124006,2014-09-30
124007,2017-11-18
124008,2016-11-01
124009,
124010,2016-09-19
124011,2018-03-19
124012,2016-05-02
124013,2016-06-09
124014,2016-12-02
124015,2014-11-03
124016,2014-09-15
124017,2014-08-29
124018,2016-05-09
124019,2017-11-27
124020,2017-12-20
124021,2018-02-11
124022,2015-12-18
124023,2016-06-28
124024,2018-02-25
124025,2014-01-03
124026,2014-08-24
124027,2015-03-04
124028,2016-09-11
124029,2014-12-30
124030,2016-06-27
124031,2016-01-09
124032,2016-12-28
124033,2017-05-14
124034,2018-01-25
124035,2015-12-13
124036,
124037,2018-03-04
124038,2017-07-01
124039,2016-05-14
124040,2018-02-25
124041,2017-02-01
124042,2016-05-05
124043,2017-11-27
124044,2018-01-24
124045,2017-08-22
124046,2017-10-30
124047,2017-06-30
124048,2014-05-26
124049,2016-03-14
124050,2014-12-30
124051,2016-05-01
124052,2014-01-07
124053,2017-02-14
124054,
124055,2017-10-28
124056,2016-05-10
124057,2017-04-20
124058,2016-09-02
124059,2016-01-01
124060,2016-10-20
124061,2018-03-19
124062,2017-12-23
124063,
124064,2015-01-08
124065,2015-03-12
124066,2017-03-13
124067,
124068,2017-08-28
124069,2015-05-31
124070,2016-11-17
124071,2017-07-05
124072,2014-07-07
124073,2014-12-02
124074,2016-06-30
124075,2017-06-08
124076,
124077,2015-12-04
124078,2018-01-02
124079,2015-05-15
124080,2015-12-21
124081,2016-01-28
124082,2017-03-03
124083,2016-11-26
124084,2015-01-01
124085,
124086,2014-05-16
124087,2015-11-06
124088,2015-12-05
124089,2014-08-10
124090,2017-12-21
124091,2016-11-23
124092,2018-02-18
124093,2017-05-18
124094,2017-07-09
124095,2017-01-18
124096,2018-01-21
124097,2018-02-08
124098,2018-01-01
124099,2018-03-24
124100,
124101,2016-12-29
124102,2015-08-03
124103,2017-09-01
124104,2015-09-06
124105,2016-07-19
124106,2017-03-04
124107,2017-09-17
124108,2017-06-19
124109,2017-10-31
124110,2015-06-20
124111,2014-03-11
124112,2016-02-21
124113,
124114,2018-03-09
124115,2017-04-10
124116,2014-07-29
124117,2015-01-28
124118,2014-12-04
124119,2016-05-31
124120,2016-11-30
124121,2017-08-12
124122,2014-02-11
124123,
124124,2016-09-30
124125,2017-01-01
124126,2015-08-04
124127,2015-05-30
124128,2015-07-19
124129,
124130,
124131,2015-08-13
124132,2017-04-20
124133,2014-11-12
124134,2018-01-10
124135,2016-12-11
124136,2014-08-19
124137,2017-05-11
124138,2014-02-02
124139,2015-05-14
124140,2015-05-25
124141,2014-05-27
124142,2015-12-13
124143,2015-05-08
124144,2017-05-08
124145,2016-04-04
124146,2014-07-24
124147,2014-01-24
124148,2015-04-18
124149,2016-06-11
124150,2016-12-16
124151,2016-09-25
124152,2014-05-11
124153,2014-08-01
124154,2015-12-30
124155,2015-12-09
124156,2015-06-14
124157,2016-03-01
124158,
124159,2016-12-23
124160,2015-09-20
124161,2014-07-29
124162,2015-02-23
124163,2018-03-31
124164,2017-07-28
124165,2017-04-12
124166,2014-03-15
124167,2016-07-05
124168,2017-04-12
124169,2014-12-28
124170,2018-03-28
124171,
124172,2014-03-27
124173,2014-08-18
124174,2016-06-10
124175,2017-09-01
124176,2014-05-20
124177,
124178,2017-03-22
124179,2014-11-15
124180,2016-10-22
124181,2015-02-09
124182,2015-02-05
124183,
124184,
124185,2015-02-12
124186,2014-04-01
124187,2016-10-20
124188,2018-02-04
124189,2014-09-08
124190,2015-09-03
124191,2017-01-05
124192,2015-10-23
124193,2014-12-09
124194,2016-01-29
124195,2016-05-28
124196,2017-03-05
124197,
124198,2017-03-03
124199,2015-07-09
124200,
124201,2014-05-04
124202,2018-03-09
124203,2016-12-17
124204,2014-05-12
124205,2014-02-03
124206,2014-06-06
124207,2014-03-10
124208,2015-09-17
124209,2016-08-18
124210,2017-03-01
124211,2015-01-15
124212,2016-07-09
124213,2014-07-03
124214,2016-05-12
124215,2014-04-11
124216,
124217,2016-09-16
124218,2014-09-28
124219,2016-10-21
124220,2015-05-24
124221,2014-12-27
124222,2014-06-20
124223,2017-10-19
124224,2014-12-21
124225,2017-04-30
124226,2016-02-19
124227,2017-11-21
124228,2015-02-11
124229,2014-09-28
124230,2014-01-19
124231,2017-07-11
124232,2017-06-04
124233,2017-03-24
124234,2015-09-25
124235,2014-03-28
124236,2017-11-30
124237,2015-12-10
124238,2017-04-01
124239,2014-07-05
124240,2017-02-09
124241,2014-11-19
124242,2015-07-27
124243,2015-04-12
124244,2015-10-18
124245,2015-06-19
124246,2017-04-15
124247,2014-10-22
124248,2017-07-09
124249,2016-07-21
124250,2018-03-13
124251,2014-10-09
124252,2016-12-09
124253,2016-10-21
124254,2015-06-18
124255,2017-11-30
124256,2015-06-22
124257,2015-04-03
124258,2017-09-19
124259,2015-03-11
124260,2014-08-25
124261,2016-11-07
124262,
124263,2016-11-16
124264,2015-04-29
124265,2017-01-11
124266,2015-07-18
124267,2015-07-23
124268,2017-07-12
124269,2015-12-05
124270,2015-04-11
124271,2017-07-18
124272,2015-04-12
124273,2017-03-31
124274,2017-09-24
124275,2017-04-06
124276,2015-01-15
124277,2017-12-02
124278,2015-08-25
124279,2018-03-22
124280,2016-08-06
124281,2017-01-28
124282,2014-07-01
124283,2015-10-30
124284,2016-08-20
124285,
124286,2015-11-08
124287,2014-08-23
124288,2015-08-21
124289,2018-03-23
124290,2015-04-09
124291,2016-07-29
124292,2016-09-17
124293,2016-11-30
124294,2016-10-10
124295,2018-02-13
124296,2017-04-09
124297,2014-03-10
124298,2015-06-30
124299,2017-08-05
124300,2016-10-22
124301,2016-04-12
124302,2015-06-14
124303,
124304,2015-07-22
124305,2016-03-12
124306,
124307,2016-02-07
124308,2015-06-04
124309,2016-09-14
124310,2014-08-18
124311,2016-02-21
124312,2016-09-21
124313,2017-08-11
124314,2016-03-12
124315,2014-08-08
124316,
124317,2015-09-14
124318,2016-11-01
124319,2014-09-06
124320,2017-05-16
124321,2015-02-27
124322,
124323,2017-10-06
124324,2017-03-08
124325,2014-07-10
124326,2016-04-14
124327,2015-07-11
124328,2015-06-21
124329,2015-12-27
124330,2014-07-22
124331,2018-03-26
124332,2015-05-27
124333,2014-06-26
124334,2016-07-12
124335,2015-05-10
124336,2017-12-26
124337,2015-04-29
124338,2016-11-20
124339,2016-05-17
124340,2017-10-03
124341,2018-03-25
124342,2017-05-24
124343,2017-01-14
124344,2017-06-19
124345,2014-09-09
124346,2018-03-07
124347,2017-06-13
124348,2017-01-28
124349,2017-08-11
124350,2016-04-13
124351,2014-04-27
124352,2017-07-27
124353,2014-11-09
124354,2016-05-26
124355,
124356,
124357,2015-09-18
124358,2015-11-20
124359,2016-05-14
124360,2018-02-05
124361,2016-09-28
124362,2018-01-08
124363,2015-08-17
124364,2016-04-06
124365,2017-08-24
124366,2017-04-04
124367,2017-03-06
124368,
124369,
124370,2015-08-27
124371,2015-07-12
124372,2014-06-02
124373,2016-03-01
124374,2016-11-01
124375,2016-06-01
124376,2016-07-04
124377,2016-05-03
124378,2015-06-21
124379,2016-05-10
124380,2015-08-01
